STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,POPULATION,LATITUDE,LONGITUDE
46,003,973600,1,472,+43.819913,-098.507100
46,003,973600,2,908,+43.715137,-098.482212
46,003,973600,3,684,+43.584011,-098.447312
46,003,973600,4,646,+43.688992,-098.707014
46,005,956600,1,934,+44.293776,-098.079229
46,005,956600,2,1065,+44.480882,-098.047097
46,005,956700,1,953,+44.515835,-098.464263
46,005,956700,2,969,+44.358991,-098.462478
46,005,956800,1,954,+44.376483,-098.216123
46,005,956800,2,752,+44.374979,-098.210166
46,005,956900,1,880,+44.360386,-098.205819
46,005,956900,2,1215,+44.362659,-098.219715
46,005,956900,3,1034,+44.358285,-098.214939
46,005,957000,1,838,+44.351597,-098.216831
46,005,957000,2,953,+44.353472,-098.224389
46,005,957000,3,934,+44.361904,-098.235956
46,005,957000,4,1679,+44.338955,-098.228903
46,005,957000,5,1224,+44.345107,-098.224077
46,005,957100,1,1211,+44.342852,-098.205146
46,005,957100,2,1010,+44.353679,-098.203561
46,005,957100,3,793,+44.352645,-098.210730
46,007,941000,1,822,+43.176275,-101.736730
46,007,941000,2,797,+43.171995,-101.716189
46,007,941200,1,855,+43.295156,-101.835242
46,007,941200,2,957,+43.188400,-101.842689
46,009,967600,1,1097,+43.141398,-097.725789
46,009,967600,2,1407,+42.996976,-097.837349
46,009,967600,3,950,+42.923177,-097.705291
46,009,967700,1,1194,+43.018836,-098.023714
46,009,967700,2,2422,+42.858023,-097.914782
46,011,958600,1,1290,+44.448333,-096.620290
46,011,958600,2,651,+44.334269,-096.634867
46,011,958600,3,852,+44.267587,-096.674108
46,011,958600,4,953,+44.241202,-096.484649
46,011,958700,1,1117,+44.400344,-096.996240
46,011,958700,2,872,+44.430838,-096.849713
46,011,958700,3,1850,+44.321763,-096.921950
46,011,958700,4,1126,+44.237474,-096.906342
46,011,958802,1,935,+44.306449,-096.802469
46,011,958802,2,795,+44.315230,-096.795156
46,011,958802,3,1449,+44.300922,-096.793387
46,011,958802,4,2074,+44.320723,-096.803423
46,011,958802,5,1263,+44.313261,-096.790820
46,011,958803,1,4364,+44.284338,-096.803005
46,011,958900,1,863,+44.310435,-096.783498
46,011,958900,2,2702,+44.315490,-096.781517
46,011,958900,3,1609,+44.305638,-096.771895
46,011,958900,4,751,+44.305480,-096.783082
46,011,958900,5,1464,+44.321355,-096.768327
46,011,959000,1,1369,+44.300192,-096.779965
46,011,959000,2,3616,+44.288749,-096.777072
46,013,951300,1,1120,+45.483005,-098.483963
46,013,951300,2,1876,+45.493259,-098.523466
46,013,951300,3,1464,+45.476513,-098.488007
46,013,951300,4,1490,+45.471204,-098.485068
46,013,951400,1,2726,+45.486022,-098.461033
46,013,951400,2,965,+45.476612,-098.475157
46,013,951400,3,695,+45.470314,-098.477086
46,013,951400,4,899,+45.471119,-098.468915
46,013,951400,5,943,+45.461610,-098.468823
46,013,951500,1,881,+45.459952,-098.480210
46,013,951500,2,899,+45.460718,-098.491102
46,013,951500,3,795,+45.465400,-098.486801
46,013,951600,1,1738,+45.449661,-098.480845
46,013,951600,2,1262,+45.455231,-098.487460
46,013,951600,3,762,+45.455058,-098.478391
46,013,951600,4,836,+45.448867,-098.490839
46,013,951700,1,995,+45.459630,-098.503123
46,013,951700,2,1519,+45.434820,-098.507340
46,013,951700,3,1760,+45.451658,-098.504870
46,013,951800,1,1593,+45.449265,-098.448960
46,013,951800,2,1042,+45.463339,-098.455123
46,013,951800,3,1270,+45.452087,-098.466794
46,013,951800,4,1059,+45.455587,-098.459322
46,013,951900,1,819,+45.347166,-098.178340
46,013,951900,2,1471,+45.451606,-098.099719
46,013,951900,3,1240,+45.337814,-098.471051
46,013,952000,1,647,+45.844333,-098.472503
46,013,952000,2,1136,+45.525204,-098.608970
46,013,952000,3,551,+45.834757,-098.136343
46,013,952000,4,691,+45.615338,-098.142205
46,013,952000,5,1387,+45.567672,-098.401204
46,015,973100,1,876,+43.812963,-099.135841
46,015,973100,2,792,+43.744959,-098.957385
46,015,973100,3,989,+43.619840,-099.057851
46,015,973200,1,756,+43.815036,-099.321107
46,015,973200,2,1253,+43.795263,-099.328252
46,015,973200,3,589,+43.809693,-099.331783
46,017,940200,1,1013,+44.077944,-099.438576
46,017,940200,2,899,+44.038206,-099.303927
46,019,967600,1,1177,+44.746574,-103.505480
46,019,967600,2,1156,+44.670521,-103.626593
46,019,967600,3,639,+44.716548,-103.423291
46,019,967700,1,937,+44.679545,-103.847949
46,019,967700,2,2225,+44.639926,-103.871202
46,019,967700,3,742,+44.669756,-103.846479
46,019,967700,4,1844,+44.653362,-103.848249
46,019,967700,5,1390,+44.662832,-103.849035
46,021,964100,1,636,+45.798914,-100.241184
46,021,964100,2,830,+45.805916,-099.994746
46,023,940200,1,1136,+43.175556,-098.540883
46,023,940200,2,1076,+43.151806,-098.490706
46,023,940200,3,930,+43.011684,-098.448386
46,023,940300,1,1116,+43.076428,-098.297606
46,023,940300,2,1150,+43.046781,-098.224498
46,023,940300,3,1057,+43.087306,-098.292800
46,023,970100,1,1297,+43.350026,-098.854371
46,023,970100,2,1367,+43.386877,-098.842554
46,025,955800,1,471,+45.067784,-097.714036
46,025,955800,2,562,+44.929302,-097.725266
46,025,955800,3,738,+44.738928,-097.746820
46,025,955800,4,692,+44.647947,-097.611974
46,025,955800,5,610,+44.884153,-097.734571
46,025,955800,6,618,+44.874542,-097.735458
46,027,965700,1,2065,+42.784161,-096.914380
46,027,965700,2,1625,+42.773809,-096.909781
46,027,965700,3,1553,+42.786062,-096.940315
46,027,965800,1,614,+43.006444,-096.900540
46,027,965800,2,641,+43.035343,-097.119435
46,027,965800,3,591,+42.862279,-097.085493
46,027,965800,4,1051,+42.830409,-096.901613
46,027,965900,1,1311,+42.779330,-096.931395
46,027,965900,2,896,+42.785643,-096.926026
46,027,965900,3,1422,+42.783456,-096.939772
46,027,965900,4,870,+42.779799,-096.922597
46,027,965900,5,1225,+42.788996,-096.921995
46,029,954100,1,927,+45.040891,-097.020412
46,029,954100,2,2271,+44.901587,-097.042672
46,029,954301,1,1696,+44.902812,-097.090860
46,029,954301,2,617,+44.902793,-097.104343
46,029,954301,3,940,+44.906619,-097.115925
46,029,954301,4,956,+44.906692,-097.105602
46,029,954302,1,1359,+44.918748,-097.117627
46,029,954302,2,1165,+44.912165,-097.113109
46,029,954302,3,2556,+44.916160,-097.096890
46,029,954400,1,748,+44.897695,-097.102148
46,029,954400,2,1577,+44.898398,-097.115439
46,029,954400,3,1119,+44.893982,-097.093066
46,029,954400,4,954,+44.893703,-097.117323
46,029,954400,5,847,+44.893443,-097.105247
46,029,954501,1,2262,+44.880881,-097.145382
46,029,954502,1,573,+44.904914,-097.132014
46,029,954502,2,1107,+44.899799,-097.135743
46,029,954502,3,2364,+44.908040,-097.205198
46,029,954502,4,753,+44.910144,-097.137247
46,029,954600,1,1046,+44.874818,-097.343968
46,029,954600,2,1390,+45.048994,-097.307428
46,031,941000,1,651,+45.836074,-101.598402
46,031,941000,2,1093,+45.695699,-100.973093
46,031,941100,1,1450,+45.810301,-100.818088
46,031,941100,2,856,+45.718390,-100.531424
46,033,965100,1,2291,+43.772408,-103.233897
46,033,965100,2,1961,+43.658465,-103.699682
46,033,965100,3,1273,+43.763687,-103.564439
46,033,965200,1,981,+43.776805,-103.598948
46,033,965200,2,1017,+43.761020,-103.621397
46,033,965200,3,693,+43.737076,-103.595501
46,035,962600,1,979,+43.695019,-098.259054
46,035,962600,2,855,+43.708423,-098.115282
46,035,962600,3,1085,+43.586420,-098.009779
46,035,962700,1,1631,+43.728597,-098.012315
46,035,962700,2,678,+43.720544,-098.020735
46,035,962700,3,801,+43.719999,-098.029964
46,035,962700,4,2357,+43.740758,-098.044724
46,035,962800,1,905,+43.713176,-098.038959
46,035,962800,2,977,+43.712750,-098.030869
46,035,962800,3,1072,+43.712397,-098.021878
46,035,962800,4,741,+43.712034,-098.016489
46,035,962800,5,1388,+43.713789,-098.007439
46,035,962800,6,1028,+43.707964,-098.004463
46,035,962900,1,1123,+43.695215,-098.043726
46,035,962900,2,1038,+43.705826,-098.040563
46,035,962900,3,1002,+43.704725,-098.029170
46,035,962900,4,924,+43.698585,-098.031707
46,035,962900,5,920,+43.693950,-098.018065
46,037,952700,1,656,+45.369721,-097.628072
46,037,952700,2,1026,+45.420682,-097.789316
46,037,952800,1,1093,+45.338270,-097.525436
46,037,952800,2,1016,+45.333479,-097.515830
46,037,952900,1,1259,+45.333462,-097.369363
46,037,952900,2,660,+45.422794,-097.279919
46,039,953600,1,774,+44.850662,-096.568560
46,039,953600,2,962,+44.750610,-096.796251
46,039,953600,3,1188,+44.631130,-096.571577
46,039,953700,1,1440,+44.753072,-096.687337
46,041,941500,1,839,+45.000867,-101.239832
46,041,941500,2,1643,+45.005357,-101.232432
46,041,941700,1,436,+45.067331,-101.364453
46,041,941700,2,1358,+45.379164,-101.063307
46,041,941700,3,1025,+45.063816,-100.797003
46,043,969600,1,1216,+43.429144,-098.477326
46,043,969600,2,1138,+43.338567,-098.236087
46,043,969600,3,648,+43.319264,-098.347298
46,045,962100,1,1443,+45.454422,-098.864638
46,045,962100,2,968,+45.446221,-099.030407
46,045,962200,1,682,+45.402941,-099.383457
46,045,962200,2,978,+45.494611,-099.570216
46,047,964100,1,982,+43.268025,-103.746290
46,047,964100,2,1067,+43.369351,-103.609579
46,047,964100,3,738,+43.322043,-103.290496
46,047,964200,1,1649,+43.437724,-103.488457
46,047,964200,2,1097,+43.432210,-103.456794
46,047,964200,3,1561,+43.424681,-103.478801
46,049,961100,1,822,+45.034399,-099.129199
46,049,961100,2,979,+45.170342,-099.166426
46,049,961100,3,563,+44.976967,-099.013842
46,051,953100,1,602,+45.294978,-096.468397
46,051,953100,2,768,+45.275705,-096.696203
46,051,953100,3,675,+45.216798,-096.647216
46,051,953100,4,720,+45.212878,-096.636296
46,051,953100,5,924,+45.212986,-096.627138
46,051,953100,6,844,+45.221307,-096.617751
46,051,953100,7,706,+45.224743,-096.631265
46,051,953300,1,783,+45.107143,-096.545892
46,051,953300,2,1334,+45.149192,-096.836815
46,053,971100,1,1242,+43.263775,-099.406595
46,053,971100,2,839,+43.237833,-099.425813
46,053,971200,1,811,+43.059445,-098.922930
46,053,971200,2,1379,+43.149505,-099.284188
46,055,960100,1,959,+44.039932,-101.659807
46,055,960100,2,978,+44.219706,-101.496646
46,057,955100,1,1268,+44.729007,-097.007264
46,057,955100,2,1484,+44.587573,-096.959824
46,057,955200,1,976,+44.727841,-097.256409
46,057,955200,2,931,+44.604193,-097.416791
