STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,POPULATION,LATITUDE,LONGITUDE
12,001,000200,1,710,+29.656278,-082.329388
12,001,000200,2,1391,+29.647973,-082.329713
12,001,000200,3,911,+29.657112,-082.336791
12,001,000200,4,866,+29.651747,-082.335036
12,001,000200,5,798,+29.649917,-082.338222
12,001,000200,6,2755,+29.644936,-082.336043
12,001,000301,1,1741,+29.670425,-082.333331
12,001,000301,2,1567,+29.663272,-082.332574
12,001,000302,1,682,+29.681653,-082.327836
12,001,000302,2,833,+29.691899,-082.334916
12,001,000302,3,1255,+29.682050,-082.334691
12,001,000400,1,1166,+29.681667,-082.300902
12,001,000400,2,1246,+29.670392,-082.304429
12,001,000400,3,924,+29.670753,-082.315777
12,001,000400,4,2329,+29.679471,-082.311467
12,001,000500,1,1779,+29.650087,-082.321653
12,001,000500,2,844,+29.663586,-082.308929
12,001,000500,3,803,+29.662514,-082.317801
12,001,000500,4,885,+29.656108,-082.313613
12,001,000500,5,665,+29.655988,-082.320025
12,001,000600,1,1418,+29.661984,-082.295413
12,001,000600,2,770,+29.656158,-082.303992
12,001,000600,3,2162,+29.650750,-082.291215
12,001,000700,1,568,+29.648002,-082.308851
12,001,000700,2,1193,+29.634383,-082.313213
12,001,000700,3,2175,+29.637789,-082.300355
12,001,000700,4,2139,+29.626359,-082.284086
12,001,000806,1,2180,+29.639128,-082.334663
12,001,000808,1,703,+29.629754,-082.326027
12,001,000808,2,1066,+29.634235,-082.332222
12,001,000808,3,1861,+29.623563,-082.335717
12,001,000809,1,1364,+29.631969,-082.342146
12,001,000901,1,2877,+29.643958,-082.361128
12,001,000902,1,1323,+29.643992,-082.341581
12,001,000902,2,1515,+29.646034,-082.341357
12,001,000902,3,2027,+29.646817,-082.352538
12,001,000902,4,1061,+29.650942,-082.345915
12,001,001000,1,777,+29.663077,-082.346690
12,001,001000,2,1363,+29.653654,-082.363874
12,001,001000,3,1806,+29.654234,-082.343171
12,001,001000,4,1440,+29.655838,-082.348615
12,001,001000,5,821,+29.663878,-082.361173
12,001,001100,1,1347,+29.684178,-082.379833
12,001,001100,2,1627,+29.674317,-082.380477
12,001,001100,3,1779,+29.671922,-082.348202
12,001,001100,4,1685,+29.674731,-082.364681
12,001,001201,1,2906,+29.695100,-082.378535
12,001,001202,1,1930,+29.696801,-082.362433
12,001,001202,2,1784,+29.685847,-082.358932
12,001,001202,3,696,+29.705701,-082.352041
12,001,001202,4,866,+29.694769,-082.368981
12,001,001202,5,1638,+29.696686,-082.353522
12,001,001203,1,1973,+29.688953,-082.346795
12,001,001203,2,1684,+29.678751,-082.346016
12,001,001400,1,2124,+29.654075,-082.265029
12,001,001400,2,999,+29.644242,-082.256113
12,001,001400,3,1462,+29.675732,-082.272177
12,001,001514,1,895,+29.634550,-082.363650
12,001,001514,2,386,+29.630169,-082.358319
12,001,001515,1,2040,+29.627322,-082.366145
12,001,001515,2,662,+29.623555,-082.359189
12,001,001515,3,3641,+29.623139,-082.362966
12,001,001516,1,1431,+29.616883,-082.357910
12,001,001516,2,718,+29.616730,-082.361344
12,001,001517,1,2888,+29.612617,-082.366024
12,001,001517,2,1846,+29.617802,-082.369831
12,001,001519,1,2559,+29.615446,-082.376421
12,001,001520,1,2482,+29.636974,-082.382274
12,001,001521,1,1619,+29.632478,-082.384413
12,001,001521,2,1538,+29.631990,-082.377222
12,001,001521,3,963,+29.628134,-082.377906
12,001,001603,1,1269,+29.656036,-082.378426
12,001,001604,1,2463,+29.648513,-082.397051
12,001,001604,2,696,+29.649738,-082.384323
12,001,001604,3,1070,+29.647222,-082.373791
12,001,001604,4,3415,+29.643198,-082.401753
12,001,001701,1,2278,+29.682339,-082.397868
12,001,001701,2,3617,+29.681721,-082.425007
12,001,001702,1,1962,+29.665619,-082.382257
12,001,001702,2,1600,+29.666579,-082.395114
12,001,001702,3,1174,+29.667756,-082.409496
12,001,001801,1,1090,+29.810768,-082.496268
12,001,001801,2,1210,+29.824452,-082.549525
12,001,001801,3,1604,+29.833559,-082.599322
12,001,001801,4,2171,+29.883018,-082.532601
12,001,001801,5,1414,+29.857978,-082.419153
12,001,001802,1,1157,+29.799055,-082.480114
12,001,001802,2,787,+29.787710,-082.455650
12,001,001802,3,993,+29.773916,-082.390412
12,001,001803,1,1091,+29.708088,-082.365803
12,001,001803,2,620,+29.731384,-082.382553
12,001,001803,3,2034,+29.711469,-082.363008
12,001,001803,4,2613,+29.709708,-082.380298
12,001,001805,1,1482,+29.757848,-082.475905
12,001,001806,1,1957,+29.820091,-082.599717
12,001,001806,2,3088,+29.784238,-082.599244
12,001,001806,3,2285,+29.765197,-082.524862
12,001,001806,4,1345,+29.788931,-082.505436
12,001,001811,1,1138,+29.691261,-082.398782
12,001,001811,2,823,+29.698967,-082.392641
12,001,001811,3,3886,+29.695341,-082.406959
12,001,001811,4,323,+29.706364,-082.439974
12,001,001813,1,2662,+29.719515,-082.400422
