STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,POPULATION,LATITUDE,LONGITUDE
09,001,010101,1,726,+41.048708,-073.677828
09,001,010101,2,745,+41.040985,-073.669560
09,001,010101,3,1485,+41.082406,-073.670138
09,001,010101,4,1520,+41.081245,-073.696535
09,001,010102,1,1326,+41.092138,-073.611822
09,001,010102,2,1550,+41.084938,-073.641475
09,001,010102,3,1454,+41.117892,-073.646099
09,001,010201,1,1065,+41.062834,-073.637049
09,001,010201,2,1056,+41.057860,-073.610325
09,001,010201,3,1300,+41.060967,-073.622083
09,001,010202,1,895,+41.079021,-073.592495
09,001,010202,2,2400,+41.051882,-073.591870
09,001,010202,3,1375,+41.063462,-073.580680
09,001,010202,4,689,+41.056949,-073.599955
09,001,010300,1,707,+41.043448,-073.620890
09,001,010300,2,953,+41.039661,-073.629596
09,001,010300,3,655,+41.041889,-073.637859
09,001,010300,4,820,+41.036121,-073.644170
09,001,010300,5,875,+41.029150,-073.648729
09,001,010400,1,942,+41.031278,-073.667132
09,001,010400,2,1171,+41.030696,-073.659883
09,001,010400,3,1095,+41.022218,-073.660782
09,001,010400,4,754,+41.018435,-073.655964
09,001,010400,5,709,+41.020595,-073.652316
09,001,010400,6,619,+41.016918,-073.652407
09,001,010500,1,664,+41.023842,-073.631747
09,001,010500,2,788,+41.022397,-073.636105
09,001,010500,3,746,+41.017478,-073.638196
09,001,010500,4,816,+41.018866,-073.641136
09,001,010500,5,840,+41.014005,-073.643376
09,001,010500,6,1640,+41.010587,-073.650955
09,001,010600,1,602,+41.029879,-073.623744
09,001,010600,2,394,+41.024126,-073.626119
09,001,010600,3,849,+41.030948,-073.628090
09,001,010700,1,669,+41.031215,-073.611398
09,001,010700,2,1045,+41.026041,-073.620944
09,001,010700,3,1227,+41.026770,-073.617342
09,001,010700,4,638,+41.033944,-073.619464
09,001,010800,1,670,+41.040415,-073.593427
09,001,010800,2,1129,+41.034375,-073.600764
09,001,010800,3,995,+41.042114,-073.603453
09,001,010800,4,594,+41.042273,-073.598918
09,001,010900,1,1348,+41.052945,-073.569751
09,001,010900,2,1606,+41.046137,-073.575230
09,001,010900,3,1060,+41.052711,-073.578752
09,001,010900,4,856,+41.046502,-073.584615
09,001,011000,1,805,+41.041894,-073.569012
09,001,011000,2,1983,+41.030675,-073.563905
09,001,011000,3,778,+41.027108,-073.570146
09,001,011000,4,767,+41.018445,-073.567804
09,001,011000,5,930,+41.021530,-073.560231
09,001,011100,1,1527,+41.037664,-073.578514
09,001,011100,2,1045,+41.030363,-073.577854
09,001,011100,3,858,+41.021920,-073.583385
09,001,011100,4,1464,+41.030362,-073.587977
09,001,011200,1,1017,+41.018909,-073.616551
09,001,011200,2,716,+41.010201,-073.634145
09,001,011300,1,1596,+40.999749,-073.655000
09,001,011300,2,1079,+41.004580,-073.653789
09,001,011300,3,544,+41.007708,-073.655300
09,001,020100,1,1621,+41.057729,-073.540899
09,001,020100,2,1083,+41.051346,-073.540849
09,001,020100,3,819,+41.052146,-073.544289
09,001,020200,1,1683,+41.134916,-073.600721
09,001,020200,2,2004,+41.115518,-073.580037
09,001,020300,1,1475,+41.154571,-073.545987
09,001,020300,2,2414,+41.153529,-073.561779
09,001,020300,3,1600,+41.151317,-073.581759
09,001,020300,4,1774,+41.136278,-073.573674
09,001,020400,1,1466,+41.124264,-073.537094
09,001,020400,2,2120,+41.117981,-073.558564
09,001,020500,1,1244,+41.081339,-073.560667
09,001,020500,2,1044,+41.066666,-073.562451
09,001,020500,3,2608,+41.086620,-073.575056
09,001,020600,1,1651,+41.102781,-073.553575
09,001,020600,2,1586,+41.096288,-073.555206
09,001,020600,3,1715,+41.085393,-073.552670
09,001,020700,1,896,+41.108355,-073.515068
09,001,020700,2,852,+41.099897,-073.522730
09,001,020700,3,1361,+41.108988,-073.531707
09,001,020700,4,1243,+41.102794,-073.539197
09,001,020800,1,957,+41.097036,-073.543729
09,001,020800,2,881,+41.088880,-073.537104
09,001,020800,3,1101,+41.087774,-073.544555
09,001,020900,1,2329,+41.098310,-073.515029
09,001,020900,2,1306,+41.091981,-073.520093
09,001,020900,3,1271,+41.094967,-073.524841
09,001,021000,1,1019,+41.086385,-073.521135
09,001,021000,2,2480,+41.083583,-073.526907
09,001,021100,1,2102,+41.072120,-073.517624
09,001,021100,2,2286,+41.069662,-073.528832
09,001,021100,3,1588,+41.075656,-073.528066
09,001,021200,1,2006,+41.074626,-073.536626
09,001,021200,2,1295,+41.070968,-073.543575
09,001,021200,3,876,+41.079766,-073.545167
09,001,021300,1,1160,+41.070759,-073.553676
09,001,021300,2,1492,+41.065164,-073.552279
09,001,021300,3,1770,+41.057552,-073.550213
09,001,021400,1,1075,+41.054056,-073.553292
09,001,021400,2,1607,+41.050692,-073.555726
09,001,021400,3,1324,+41.046671,-073.557412
09,001,021400,4,2684,+41.053700,-073.562816
09,001,021500,1,1423,+41.053816,-073.549277
09,001,021500,2,1700,+41.050191,-073.548169
09,001,021500,3,1605,+41.046561,-073.550539
09,001,021500,4,1575,+41.050246,-073.551758
09,001,021600,1,1481,+41.063606,-073.538578
09,001,021600,2,1653,+41.060061,-073.543809
09,001,021600,3,1168,+41.064467,-073.543593
09,001,021600,4,2849,+41.062779,-073.535433
09,001,021700,1,1998,+41.056838,-073.527164
09,001,021700,2,524,+41.053109,-073.534704
09,001,021700,3,1524,+41.055391,-073.533311
09,001,021700,4,2298,+41.057934,-073.534370
09,001,021700,5,1010,+41.057217,-073.529766
09,001,021801,1,901,+41.067374,-073.525504
09,001,021801,2,2140,+41.063121,-073.529780
09,001,021801,3,1293,+41.062345,-073.523672
09,001,021802,1,1616,+41.063638,-073.512477
09,001,021802,2,1912,+41.060108,-073.516583
09,001,021802,3,1880,+41.059313,-073.520324
09,001,021900,1,1027,+41.057393,-073.508278
09,001,021900,2,1192,+41.051862,-073.507192
09,001,021900,3,1927,+41.045160,-073.509406
09,001,021900,4,1567,+41.046574,-073.515112
09,001,022000,1,1848,+41.052692,-073.512102
09,001,022000,2,1111,+41.053263,-073.517907
09,001,022100,1,3534,+41.051629,-073.522773
09,001,022100,2,2496,+41.046595,-073.522469
09,001,022100,3,1183,+41.039825,-073.528550
09,001,022200,1,1281,+41.042156,-073.536268
09,001,022200,2,1905,+41.043666,-073.540094
09,001,022300,1,2058,+41.038755,-073.549465
09,001,022300,2,1789,+41.033122,-073.548186
09,001,022300,3,1916,+41.041881,-073.555178
09,001,022400,1,1342,+41.032659,-073.523876
09,001,022400,2,1049,+41.027577,-073.527981
09,001,030100,1,1932,+41.099938,-073.476522
09,001,030100,2,1570,+41.099631,-073.499725
09,001,030200,1,1178,+41.083680,-073.455490
09,001,030200,2,1231,+41.086499,-073.468317
09,001,030200,3,1033,+41.080417,-073.476682
09,001,030300,1,1211,+41.070154,-073.452157
09,001,030300,2,695,+41.067759,-073.463257
09,001,030300,3,1457,+41.056272,-073.479081
09,001,030300,4,793,+41.054206,-073.494029
09,001,030400,1,1265,+41.067650,-073.482862
09,001,030400,2,1420,+41.062999,-073.494397
09,001,030400,3,1273,+41.064602,-073.502827
09,001,030500,1,2600,+41.074229,-073.495523
09,001,030500,2,1377,+41.077704,-073.507717
09,001,030500,3,1697,+41.085255,-073.510412
09,001,035100,1,1780,+41.151962,-073.491861
09,001,035100,2,1653,+41.144044,-073.482653
09,001,035100,3,1493,+41.140011,-073.488352
09,001,035100,4,1282,+41.134484,-073.493837
09,001,035100,5,1198,+41.143815,-073.501926
09,001,035200,1,1564,+41.179790,-073.522922
09,001,035200,2,1752,+41.159978,-073.518570
09,001,035300,1,1581,+41.126378,-073.477018
09,001,035300,2,2356,+41.129379,-073.513030
09,001,035400,1,1213,+41.192420,-073.482219
09,001,035400,2,2018,+41.160453,-073.474244
09,001,035400,3,1166,+41.144715,-073.464435
09,001,035400,4,682,+41.186234,-073.495487
09,001,042500,1,1431,+41.160714,-073.405007
09,001,042500,2,1186,+41.151710,-073.395628
09,001,042500,3,1102,+41.144359,-073.403330
09,001,042600,1,1247,+41.142051,-073.391266
09,001,042600,2,994,+41.133381,-073.394204
09,001,042600,3,679,+41.133419,-073.385117
09,001,042600,4,991,+41.127948,-073.392443
09,001,042700,1,1929,+41.148454,-073.424309
09,001,042700,2,1832,+41.136448,-073.421939
09,001,042700,3,817,+41.141236,-073.412833
